,transaction_id,datetime,category_id,category_name,merchant_name,amount,payment_method,transaction_type
42,65108b6f-aedb-4272-8ef2-6cacca32c1eb,2019-11-17 07:09:00,08,병원/약국,약국,12980,우리카드 위비 알뜰주유소 할인카드,일반결제
43,6855a90d-0f2f-4a57-8883-93111216e243,2019-11-17 15:24:00,08,병원/약국,내과,10320,우리카드 DA@카드의정석,일반결제
44,2663afff-87b0-4378-866b-9910841169cd,2019-11-17 15:53:00,07,쇼핑,현대백화점,12600,우리카드 DA@카드의정석,일반결제
45,ea8b34b9-e6c7-4728-b157-8055c5a79a96,2019-11-17 19:40:00,09,교육/육아,교보문고,13350,우리카드 DA@카드의정석,일반결제
46,2ab8c610-e7e3-49b8-918d-a4887d5704df,2019-11-17 20:54:00,06,마트,롯데마트,10820,IBK 무직타이거 카드(신용),일반결제
47,89344b06-0790-4eb4-9b2a-1376315e4e80,2019-11-17 23:01:00,04,주유,SK엔크린,7970,삼성카드 라이프파트너,일반결제
48,0394fc90-7ca2-401f-ab77-fbe41e57072d,2019-11-18 07:08:00,09,교육/육아,밀리의서재,12550,NH농협 올바른LIFE카드(할인형),일반결제
49,402bf495-39e9-46ef-bff1-80d21af03c73,2019-11-18 07:24:00,06,마트,롯데마트,10900,NH농협 올바른LIFE카드(할인형),일반결제
50,593c73f2-b8e5-4141-8067-6073e9c000f0,2019-11-18 08:07:00,04,주유,SK엔크린,7610,우리카드 DA@카드의정석,일반결제
51,a8b931bb-7c60-45a9-b61e-8bb724c0c086,2019-11-18 09:53:00,12,여행/숙박,야놀자,12830,우리카드 위비 알뜰주유소 할인카드,일반결제
52,afd50018-e27f-4dc7-aa0b-46ea1b0b249d,2019-11-18 10:08:00,06,마트,롯데마트,8590,우리카드 DA@카드의정석,일반결제
53,52581086-eecc-4487-b95d-43d62b7f90a5,2019-11-18 10:35:00,06,마트,홈플러스,10740,우리카드 DA@카드의정석,일반결제
54,eeb44055-ea62-4d3d-80a2-4679ed95e829,2019-11-18 12:20:00,09,교육/육아,서점,10750,우리카드 위비 알뜰주유소 할인카드,일반결제
55,5339eb18-2aa3-4d5e-a58e-8fb63c884bee,2019-11-18 12:37:00,08,병원/약국,정형외과,8250,NH농협 올바른LIFE카드(할인형),일반결제
56,45fb791c-c192-4933-b3cd-050a3bc88160,2019-11-18 12:45:00,14,기타,올리브영,14570,IBK 무직타이거 카드(신용),일반결제
57,3737cc38-166c-4d33-8f9f-dc15dfd23d15,2019-11-18 14:54:00,03,외식,맥도날드,6670,우리카드 위비 알뜰주유소 할인카드,일반결제
58,5d210794-87ed-45ae-b9a2-1729130bb2a3,2019-11-18 17:41:00,07,쇼핑,자라,12410,우리카드 DA@카드의정석,일반결제
59,0328c136-629e-43d8-9d1c-a267530ddda6,2019-11-18 17:44:00,01,편의점,CU,5240,우리카드 DA@카드의정석,일반결제
60,0cdddf92-3711-4879-a1a8-d644b002c52e,2019-11-18 20:18:00,11,자동차/하이패스,서해안고속도로,6426,우리카드 위비 알뜰주유소 할인카드,일반결제
61,cb5475bf-3c31-485d-ae35-0ed7ce955086,2019-11-19 09:44:00,07,쇼핑,H&M,9780,우리카드 DA@카드의정석,일반결제
62,6321d753-68dd-46fd-9fa3-8f4baa1cd2d8,2019-11-19 09:50:00,03,외식,원할머니보쌈,11320,IBK 무직타이거 카드(신용),일반결제
63,2a983090-831f-4302-a9fd-9b08074f6459,2019-11-19 11:47:00,06,마트,트레이더스,9960,우리카드 위비 알뜰주유소 할인카드,일반결제
64,9adad16b-309b-4c2c-aeba-fafd0e34d6f5,2019-11-19 12:06:00,14,기타,레저,13500,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
65,d139b53f-2382-4ff9-b153-09217eaed43c,2019-11-19 13:56:00,14,기타,인테리어,18540,우리카드 DA@카드의정석,일반결제
66,a1f2cce6-7a52-41d5-936e-8d21a113384e,2019-11-19 14:38:00,14,기타,다이소,12970,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
67,8037b969-7946-4eae-93dc-00ee9203c5d2,2019-11-19 15:35:00,05,영화/문화,넷플릭스,7010,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
68,3d15d3ee-c397-43ae-b77b-97421e12bbed,2019-11-19 19:20:00,06,마트,홈플러스,10370,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
69,f5dab6fe-1ea4-489d-9898-2e99fa9fdbb3,2019-11-20 09:32:00,07,쇼핑,ABC마트,9400,우리카드 DA@카드의정석,일반결제
70,74d90398-c17a-408e-bf2d-a31889ee49ed,2019-11-20 11:35:00,07,쇼핑,유니클로,9800,우리카드 DA@카드의정석,일반결제
71,d60b04a9-9173-4d93-b75c-4f3057696e2f,2019-11-20 11:37:00,06,마트,GS마트,8080,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
72,51cbcee7-fdc0-4004-8810-da5609904f9b,2019-11-20 12:34:00,14,기타,올리브영,14780,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
73,24eeb4a6-c145-45c7-9d98-6115f05eeefe,2019-11-20 15:12:00,01,편의점,GS25,5010,NH농협 올바른LIFE카드(할인형),일반결제
74,088c436b-e5c0-43c2-aed5-d608b7c92e13,2019-11-20 16:51:00,12,여행/숙박,아고다,14940,삼성카드 라이프파트너,일반결제
75,9c6c3c4e-8f5b-4149-ab67-212a29b76b37,2019-11-20 19:57:00,08,병원/약국,내과,12440,우리카드 DA@카드의정석,일반결제
76,db869a02-a69b-4d21-afb3-8c42b0901da2,2019-11-20 21:21:00,06,마트,GS마트,6890,NH농협 올바른LIFE카드(할인형),일반결제
77,c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,2019-11-20 21:42:00,01,편의점,이마트24,8190,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
78,e212f7e1-8f63-42bb-ae41-115540bf6f6b,2019-11-20 21:57:00,04,주유,현대오일뱅크,8870,IBK 무직타이거 카드(신용),일반결제
79,a881644c-fa98-43b9-a701-d0960cb7321f,2019-11-21 08:00:00,14,기타,철물점,15690,우리카드 DA@카드의정석,일반결제
80,e5e55049-6bc4-4f7b-9e1e-119b7e580c89,2019-11-21 11:26:00,14,기타,레저,13990,NH농협 올바른LIFE카드(할인형),일반결제
81,d79570be-bf30-45c3-a2a3-00712c47a51f,2019-11-21 13:14:00,06,마트,농협하나로마트,8100,우리카드 DA@카드의정석,일반결제
82,9ceab67b-ba82-454a-87e2-a618802993b1,2019-11-21 15:36:00,03,외식,맥도날드,5740,우리카드 DA@카드의정석,일반결제
83,4feeea91-8003-44a8-9c7a-b4e3ee8b09a3,2019-11-21 16:36:00,05,영화/문화,CGV,10310,우리카드 DA@카드의정석,일반결제
84,1a04409f-37d9-4c58-9902-bf0bba891427,2019-11-21 20:11:00,11,자동차/하이패스,인천국제공항고속도로,13460,우리카드 DA@카드의정석,일반결제
85,f4dafcc8-1a0b-4310-b97a-4dc81c31d9b9,2019-11-21 20:31:00,04,주유,S-OIL,6540,우리카드 위비 알뜰주유소 할인카드,일반결제
86,e988a44d-b9ca-4928-9e2d-22f6080fc9b3,2019-11-21 20:35:00,07,쇼핑,롯데백화점,10990,우리카드 DA@카드의정석,일반결제
87,c59ac867-b844-41e9-b5ba-f0bd455a14d6,2019-11-21 22:06:00,12,여행/숙박,익스피디아,16390,우리카드 DA@카드의정석,일반결제
88,5997fbb0-f7b9-42e2-be9b-f2d55de1d542,2019-11-22 05:08:00,08,병원/약국,정형외과,10780,우리카드 DA@카드의정석,일반결제
89,e53e5f4c-6c7e-4a2c-867f-358ba48aa108,2019-11-22 11:12:00,01,편의점,이마트24,6160,우리카드 DA@카드의정석,일반결제
90,39ed0800-3179-49f9-a9ed-e760233408ba,2019-11-22 12:42:00,03,외식,채선당,11480,우리카드 DA@카드의정석,일반결제
91,47691dcb-d0c9-4fc1-913f-24955ebc23bf,2019-11-22 13:28:00,08,병원/약국,정형외과,16630,NH농협 올바른LIFE카드(할인형),일반결제
92,33d3958a-3b74-4fd2-8a2d-6f038f464f34,2019-11-22 14:54:00,07,쇼핑,신세계백화점,12180,NH농협 올바른LIFE카드(할인형),일반결제
93,ba05dd0f-a966-4a5a-aecf-1ed21861c9f3,2019-11-22 19:25:00,01,편의점,CU,5160,우리카드 위비 알뜰주유소 할인카드,일반결제
94,9974c84e-5836-4e9e-aff6-6a794278a00e,2019-11-22 20:37:00,14,기타,레저스포츠,15770,우리카드 위비 알뜰주유소 할인카드,일반결제
95,a01989d1-b998-4301-bdf9-e116df58c65f,2019-11-23 08:33:00,08,병원/약국,정형외과,13010,우리카드 DA@카드의정석,일반결제
96,56c890a5-6538-4f11-a676-6b0a3b9a3daf,2019-11-23 11:22:00,03,외식,맥도날드,7030,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
97,504d39e0-d4f7-415f-be9a-f4fb7afe3780,2019-11-23 11:41:00,09,교육/육아,서점,12010,우리카드 DA@카드의정석,일반결제
98,bef6a59a-c186-4221-9030-56b79e4c24dd,2019-11-23 12:36:00,01,편의점,미니스톱,5230,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
99,8e86f9b2-d4e6-45f7-b427-fb9ee7912673,2019-11-23 14:34:00,08,병원/약국,약국,6360,우리카드 DA@카드의정석,일반결제
100,7972c629-b248-41dd-a19c-44966856c822,2019-11-23 23:59:00,06,마트,GS마트,10170,우리카드 DA@카드의정석,일반결제
101,dd34aa18-9001-4ed4-8bb4-01e769f753f1,2019-11-24 10:51:00,01,편의점,CU,6860,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
102,8e5fd65f-536c-42d0-9b63-205fcbf85149,2019-11-24 11:43:00,03,외식,채선당,9480,우리카드 DA@카드의정석,일반결제
103,8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,2019-11-24 12:04:00,01,편의점,CU,6190,우리카드 DA@카드의정석,일반결제
104,abde5e49-d533-4782-93c5-0458a4f9315f,2019-11-24 13:56:00,14,기타,미용실,14160,삼성카드 라이프파트너,일반결제
105,8a77444a-77ff-4810-971f-bdfac3acd9ca,2019-11-24 14:13:00,14,기타,세탁소,17020,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
106,6e4c1501-808f-4cb9-a59d-12db268f090a,2019-11-24 15:25:00,04,주유,현대오일뱅크,8770,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
107,02bbc915-9fc9-453a-ad32-1036fa6e8103,2019-11-24 18:47:00,06,마트,마켓컬리,9010,우리카드 DA@카드의정석,일반결제
108,98cd2655-5297-41ad-adba-948427591ad4,2019-11-24 23:03:00,01,편의점,GS25,7740,IBK 무직타이거 카드(신용),일반결제
109,2f637877-31b7-4072-ae28-b3e95c7e954d,2019-11-25 08:32:00,12,여행/숙박,에어비앤비,22840,NH농협 올바른LIFE카드(할인형),일반결제
110,de952d1d-dcbc-4e3f-ab90-60cb02381c49,2019-11-25 11:00:00,06,마트,트레이더스,12050,우리카드 DA@카드의정석,일반결제
111,de590698-8072-4ee2-842f-14df6ab075bd,2019-11-25 15:02:00,07,쇼핑,현대백화점,12730,우리카드 DA@카드의정석,일반결제
112,1e32e3e1-5058-4a4a-9771-3fff49714ec3,2019-11-25 15:46:00,05,영화/문화,멜론,8950,삼성카드 라이프파트너,일반결제
113,d58c449e-57e0-457b-b3ab-800b8523d070,2019-11-25 18:13:00,05,영화/문화,현대미술관,10180,우리카드 DA@카드의정석,일반결제
114,293e16b3-cefd-4224-b36c-c67ee886818e,2019-11-25 20:56:00,04,주유,GS칼텍스,7660,우리카드 DA@카드의정석,일반결제
115,6cb96a2c-d68e-41f0-bb9d-58321f6d5768,2019-11-26 11:34:00,03,외식,역전할머니맥주,7770,NH농협 올바른LIFE카드(할인형),일반결제
116,504b10c8-f3b9-47f2-9fe7-e068d847260b,2019-11-26 15:41:00,04,주유,GS칼텍스,8810,IBK 무직타이거 카드(신용),일반결제
117,032a461a-df9b-4c1f-aacb-1f6d7549c9f9,2019-11-26 16:23:00,01,편의점,세븐일레븐,7710,우리카드 DA@카드의정석,일반결제
118,23d2789d-ce2c-4739-a552-abc65a86503a,2019-11-26 20:41:00,06,마트,마켓컬리,9170,우리카드 DA@카드의정석,일반결제
119,6a241f46-3af7-4a21-a93e-7b5b1e4ae3a7,2019-11-26 21:47:00,01,편의점,세븐일레븐,7350,우리카드 DA@카드의정석,일반결제
120,6c521d13-b719-4b68-a775-ee42a89e22f2,2019-11-26 23:28:00,01,편의점,CU,5220,우리카드 DA@카드의정석,일반결제
121,83d97b4c-b245-4b9c-ab4e-1135d02e4ccc,2019-11-27 00:33:00,14,기타,미용실,13200,삼성카드 라이프파트너,일반결제
122,be07d0c9-7154-4572-baac-3fd3bc376bf5,2019-11-27 06:23:00,11,자동차/하이패스,11번가_주유권,11990,우리카드 DA@카드의정석,일반결제
123,0cc8c807-8174-4096-9a2d-f2b151d9170e,2019-11-27 09:39:00,14,기타,철물점,13190,삼성카드 라이프파트너,일반결제
124,8e969227-72e7-4b51-ae54-ac6d2ff8e87e,2019-11-27 14:42:00,01,편의점,미니스톱,7400,삼성카드 라이프파트너,일반결제
125,e288109d-b8a9-4014-a4dc-ea0704056d2b,2019-11-27 15:59:00,03,외식,롤링파스타,10200,우리카드 DA@카드의정석,일반결제
126,362465c1-0dd8-463b-b6a2-bf6979315fc6,2019-11-27 19:19:00,04,주유,현대오일뱅크,8770,삼성카드 라이프파트너,일반결제
127,6db99102-a48b-4dbe-957d-94a106f028ff,2019-11-27 20:27:00,01,편의점,세븐일레븐,5760,IBK 무직타이거 카드(신용),일반결제
128,2179a342-19f7-44dd-a189-9c4fe4a7fcfe,2019-11-27 23:49:00,14,기타,철물점,16120,우리카드 DA@카드의정석,일반결제
129,0b251279-785a-45d0-9f92-a62163f4c69d,2019-11-28 06:42:00,01,편의점,세븐일레븐,3475,삼성카드 라이프파트너,일반결제
130,a4b65cfa-8a61-4e64-8af0-f442102048e6,2019-11-28 07:37:00,03,외식,VIPS,6270,우리카드 DA@카드의정석,일반결제
131,91519998-f293-4585-9a07-d758b357f3f9,2019-11-28 14:43:00,01,편의점,미니스톱,4310,우리카드 위비 알뜰주유소 할인카드,일반결제
132,506a8dd3-0b31-424f-8858-35db2e3b5fd6,2019-11-28 14:47:00,05,영화/문화,키즈카페,7160,삼성카드 라이프파트너,일반결제
133,da7f624b-5716-4640-87a0-424659f43595,2019-11-28 17:26:00,07,쇼핑,H&M,7870,삼성카드 라이프파트너,일반결제
134,d1c76cf1-35d3-4e5b-881f-ea11d36b06cd,2019-11-28 17:28:00,08,병원/약국,이비인후과,10550,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
135,9b7eb2c8-d2dc-4373-90f3-5eeba3520153,2019-11-28 18:27:00,14,기타,세탁소,11990,IBK 무직타이거 카드(신용),일반결제
136,5a6f9b6b-5070-4efc-b7ca-273b3506880f,2019-11-28 20:37:00,07,쇼핑,에이블리,9190,우리카드 DA@카드의정석,일반결제
137,fa6a2e9f-d86c-4321-88ee-e6b2a5e441cd,2019-11-29 09:29:00,11,자동차/하이패스,인천국제공항고속도로,12540,우리카드 DA@카드의정석,일반결제
138,2a67f030-87b5-4b85-9673-51cb39347843,2019-11-29 10:08:00,11,자동차/하이패스,영동고속도로,15760,NH농협 올바른LIFE카드(할인형),일반결제
139,5b951652-c11e-416b-a6d6-2330f5b19be4,2019-11-29 10:36:00,04,주유,현대오일뱅크,10060,우리카드 위비 알뜰주유소 할인카드,일반결제
140,2a869922-f492-4b35-b6c2-1bc3d799d80d,2019-11-29 11:28:00,06,마트,GS마트,10400,우리카드 DA@카드의정석,일반결제
141,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2019-11-29 11:38:00,01,편의점,CU,7150,삼성카드 라이프파트너,일반결제
142,6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,2019-11-29 12:54:00,01,편의점,CU,7510,우리카드 DA@카드의정석,일반결제
143,0b6c03c8-721e-4419-afc3-e6495e911b91,2019-11-29 13:22:00,01,편의점,CU,6650,우리카드 DA@카드의정석,일반결제
144,ebf3ef99-39d3-4f2b-896e-c0c9a7c5f960,2019-11-29 19:37:00,04,주유,S-OIL,8300,NH농협 올바른LIFE카드(할인형),일반결제
145,3f13d74a-5c7f-45ce-bea3-9cb17a4e438d,2019-11-29 20:16:00,08,병원/약국,고려대병원,13030,IBK 무직타이거 카드(신용),일반결제
146,65a664a2-3f06-451f-8cc9-308797fcfb3a,2019-11-29 20:18:00,14,기타,회원제클럽,13290,우리카드 DA@카드의정석,일반결제
147,935e2c27-5485-40db-a208-c875c41c233d,2019-11-29 23:34:00,06,마트,마켓컬리,5750,삼성카드 라이프파트너,일반결제
148,abf5c5d8-7582-40a7-b4a7-4d4353067ada,2019-11-30 00:07:00,11,자동차/하이패스,서해안고속도로,9740,우리카드 DA@카드의정석,일반결제
149,dac5169d-f15b-454e-950b-1760f371c77e,2019-11-30 16:30:00,11,자동차/하이패스,서해안고속도로,15470,우리카드 DA@카드의정석,일반결제
150,b774795e-00f7-4cd2-878a-53cf1fd33eeb,2019-11-30 18:53:00,14,기타,다이소,9570,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
151,f8e351ea-9aeb-4c3e-a1f7-815758f34359,2019-12-01 11:17:00,04,주유,S-OIL,9050,IBK 무직타이거 카드(신용),일반결제
152,9909131b-ad1e-46f0-9459-7b42c28a9be4,2019-12-01 14:16:00,14,기타,회원제클럽,17350,우리카드 DA@카드의정석,일반결제
153,a28af08d-ce46-4bf3-96c4-9c4431de54f6,2019-12-01 15:09:00,06,마트,GS마트,13610,우리카드 DA@카드의정석,일반결제
154,d0d70956-2205-4294-b319-c9c052d61c9a,2019-12-01 16:38:00,07,쇼핑,신세계백화점,11790,NH농협 올바른LIFE카드(할인형),일반결제
155,ac6c2e1b-708d-4094-af64-672f96e1a522,2019-12-01 16:59:00,03,외식,이삭토스트,10100,우리카드 DA@카드의정석,일반결제
156,d1e2b878-c576-426d-98ae-0666d066ad21,2019-12-01 17:47:00,03,외식,배달의민족,8170,NH농협 올바른LIFE카드(할인형),일반결제
157,2caf3d2f-f026-4418-bd3f-bbec697ae294,2019-12-01 18:10:00,03,외식,투다리,8720,삼성카드 라이프파트너,일반결제
158,c351c359-6739-4010-b9dc-86a923c560d2,2019-12-01 18:33:00,08,병원/약국,약국,9880,삼성카드 라이프파트너,일반결제
159,784aee43-11c7-4eb2-842a-6bd7a51004b8,2019-12-01 22:40:00,04,주유,SK엔크린,6750,삼성카드 라이프파트너,일반결제
160,4a3e7903-43e5-47b9-8728-04aa88a0d69a,2019-12-02 00:53:00,11,자동차/하이패스,인천국제공항고속도로,14620,우리카드 DA@카드의정석,일반결제
161,6772fe9f-999b-4859-8f5e-0f0bcd67b5df,2019-12-02 09:23:00,01,편의점,세븐일레븐,7010,우리카드 DA@카드의정석,일반결제
162,139c4fd6-c49a-4d85-a906-612085b059fe,2019-12-02 10:34:00,07,쇼핑,유니클로,10290,우리카드 DA@카드의정석,일반결제
163,97939217-29c8-488c-ab4c-864364e4abc2,2019-12-02 11:10:00,12,여행/숙박,대한항공,10640,우리카드 DA@카드의정석,일반결제
164,a6f7b85d-591a-41ea-b8e2-aae3633ad91a,2019-12-02 11:16:00,11,자동차/하이패스,11번가_주유권,13770,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
165,58d687f6-9bb5-4052-9a88-d62a55812914,2019-12-02 12:15:00,08,병원/약국,정형외과,10350,삼성카드 라이프파트너,일반결제
166,2e671517-e8e5-4412-a60f-475f9ac88b74,2019-12-02 14:35:00,06,마트,트레이더스,12640,우리카드 DA@카드의정석,일반결제
167,586a346a-dc5b-47d1-bcef-1972bbf483ce,2019-12-02 17:53:00,01,편의점,미니스톱,5200,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
168,936c9d62-393f-4137-b585-ffbf4e86fd9c,2019-12-02 19:39:00,14,기타,미용실,14620,우리카드 DA@카드의정석,일반결제
169,302dc72b-1366-4d76-82fc-93d9b3ef29d7,2019-12-02 22:09:00,06,마트,홈플러스,10690,NH농협 올바른LIFE카드(할인형),일반결제
170,a04d4d14-197d-4ae1-8bc2-ea720c648ca2,2019-12-02 22:27:00,01,편의점,미니스톱,5220,NH농협 올바른LIFE카드(할인형),일반결제
171,9ebb05ca-8a05-4899-9ef9-ab9a31417cc0,2019-12-02 23:17:00,14,기타,올리브영,16130,NH농협 올바른LIFE카드(할인형),일반결제
172,c161b06c-1397-4542-9e65-3990fecd0ded,2019-12-03 12:14:00,04,주유,GS칼텍스,9220,우리카드 DA@카드의정석,일반결제
173,fd43754e-39eb-405a-bab9-0085e27e12e4,2019-12-03 12:50:00,12,여행/숙박,아고다,11830,IBK 무직타이거 카드(신용),일반결제
174,e63c112e-8373-45c7-9112-d66c4f0b104d,2019-12-03 14:34:00,14,기타,미용실,12270,우리카드 DA@카드의정석,일반결제
175,947ab584-5b06-498e-aef4-74a3fb31a55f,2019-12-03 22:20:00,08,병원/약국,이비인후과,13630,우리카드 우리 K-패스 (COOKIE CHECK),일반결제
